,Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
1284,HAWK   LLC,ELDORADO 1.0 LITER 12 PK,BEVERAGE : STANDARD,68,0.75,2.49,169.32,69.88,118.32
1285,HAWK   LLC,COPENHAGEN POUCHES MINT,CHEW,68,7.72,8.89,604.52,13.18,79.7
1286,HAWK   LLC,KUII   ORIGINAL 290 ML 12 CT,BEVERAGE : STANDARD,68,1.25,3.69,250.92,66.15,165.98
1287,CHEYENNE   LLC,REESES STICKS KING,CANDY : BARS,68,1.75,3.29,223.72,46.78,104.67
1288,CHEYENNE   LLC,TRUMOO STRAWBERRY MILK 14 OZ,REFRIGERATED,68,1.42,2.99,184.42,52.51,106.76
1289,CHEYENNE   LLC,7 UP DIET 1 PK 20 OZ,BEVERAGE : STANDARD,68,1.58,2.79,189.72,43.25,82.06
1290,CHEYENNE   LLC,NOS HIGH PERFORMANCE ENERGY 16 OZ,BEVERAGE : STANDARD,68,1.68,3.59,240.12,53.2,129.88
1291,COLFAX   LLC,RED BULL ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,68,2.07,3.99,271.32,48.1,130.51
1292,LITTLETON   LLC,FEEL FREE PLANT BASED HERBAL KRATOM SUPPLEMENT,BEVERAGE : SPECIALITY,68,4.18,9.99,679.32,58.16,395.08
1293,Zuni   LLC,BUDWEISER LIGHT BEER 25 OZ,BEER,68,2.23,3.99,271.32,44.03,119.46
1294,Zuni   LLC,MARLBORO 72 BOX,CIGARETTES,68,9.92,10.89,736.91,8.94,66.23
1295,Zuni   LLC,COCA COLA CHERRY COKE 20 OZ,BEVERAGE : STANDARD,68,1.58,2.99,203.32,47.05,95.66
1296,Zuni   LLC,DR PEPPER 16 OZ,BEVERAGE : STANDARD,68,1.38,2.39,160.02,42.29,68.74
1297,Zuni   LLC,CANADA DRY 20 OZ,BEVERAGE : STANDARD,68,1.28,2.79,189.72,54.3,103.02
1298,Zuni   LLC,GUAYAKI YERBA MATE BLUEPHORIA 15.5 OZ,BEVERAGE : SPECIALITY,68,2.08,4.39,298.52,52.54,156.86
1299,Zuni   LLC,ROYAL VIP HONEY UNBEATABLE,HBC,68,0.83,7.99,429.32,89.58,486.71
1300,Zuni   LLC,GEEK BAR 15 K MIAMI MINT,VAPE : SECONDARY,68,10.0,27.99,1871.32,64.27,1223.32
1301,Golden LLC,STRBK DOUBLESHOT VANILLA 15 OZ,BEVERAGE : STANDARD,68,2.83,4.49,305.32,36.9,112.66
1302,Golden LLC,RED BULL SUGARFREE 20 OZ,BEVERAGE : STANDARD,68,3.52,5.99,407.32,41.25,168.02
1303,Golden LLC,"$20,000 FRENZY HOLIDAY EDITION / $20,000 FRENZY",LOTTERY,68,20.0,20.0,1360.0,0.0,0.0
1304,CEDAR   LLC,PROPEL ELECTROLYTE BERRY 20O BTL 20 OZ,BEVERAGE : STANDARD,67,1.35,2.49,166.83,45.95,76.66
1305,HAWK   LLC,REESES OUTRAGEOUS W/PIECE,CANDY : BARS,67,1.75,3.39,227.13,48.39,109.92
1306,HAWK   LLC,B.B. NEAPOLITAN SANDWICH,ICE CREAM,67,1.03,2.19,146.73,53.12,77.95
1307,HAWK   LLC,VITAMIN ENERGY TROPICAL GLACEAU 20 OZ,BEVERAGE : STANDARD,67,1.45,2.89,194.23,49.71,96.26
1308,CHEYENNE   LLC,XXX MON NRG ULTRA SGR 19.2 OZ,BEVERAGE : STANDARD,67,2.09,3.99,261.33,47.62,127.3
1309,CHEYENNE   LLC,SUNKIST ORANGE 20 OZ,BEVERAGE : STANDARD,67,1.58,2.79,186.93,43.25,80.85
1310,CHEYENNE   LLC,ICEE SMALL,FOUNTAIN,67,0.96,1.59,106.53,39.62,42.21
1311,CHEYENNE   LLC,CORE POWER ELITE STRAWBERRY 42 G ZERO 14 OZ,BEVERAGE : STANDARD,67,3.5,4.99,334.33,29.86,99.83
1312,COLFAX   LLC,COFFEE LARGE,COFFEE & TEA,67,1.5,2.49,166.83,39.76,66.33
1313,COLFAX   LLC,GLACEAU SMARTWATER 1 LTR,BEVERAGE : STANDARD,67,1.83,3.49,234.33,47.61,111.33
1314,LITTLETON   LLC,LUCKY STRIKE GOLD 100 FIL,CIGARETTES,67,8.3,7.79,519.62,-6.53,-34.1
1315,Zuni   LLC,REESES STICKS KING,CANDY : BARS,67,1.75,3.29,220.43,46.78,103.13
1316,Zuni   LLC,CHICKEN BOWL 3.3OZ MARUCH,GROCERY,67,1.1,2.79,186.93,60.57,113.23
1317,BOULDER   LLC,MDEW 20 OZ,BEVERAGE : STANDARD,67,1.61,2.99,200.33,46.14,92.43
1318,BOULDER   LLC,100 X $10,LOTTERY,67,9.3,10.0,670.0,7.0,46.9
1319,BOULDER   LLC,JUUL PODS VIRGINIA TOB 5%,VAPE : PRIMARY,67,22.32,29.19,1955.73,23.53,460.21
1320,BOULDER   LLC,CON NBRW MANGO 12 PK 12 OZ,BEVERAGE : SPECIALITY,67,4.0,8.49,568.83,52.9,300.89
1321,Golden LLC,PURE LEAF LEMON TEA 18.5 OZ,BEVERAGE : STANDARD,67,1.6,2.89,193.63,44.64,86.43
1322,Golden LLC,LB REG,FRITO LAYS,67,1.88,2.69,180.23,30.11,54.27
1323,Golden LLC,WHITE CLAW MANGO 19.2 OZ,BEER,67,2.65,4.59,298.53,42.18,129.71
1324,Golden LLC,$ 2 decade,LOTTERY,67,0.02,2.0,134.0,99.0,132.66
1325,Golden LLC,CELSIUS KIWI GUAVA 12 OZ,BEVERAGE : STANDARD,67,1.52,2.99,200.33,49.14,98.44
1326,CEDAR   LLC,DOLE OCEAN SPRAY APPLE JUICE 15.2 OZ,BEVERAGE : STANDARD,66,1.94,2.99,197.34,35.2,69.47
1327,CEDAR   LLC,SNICKERS ORIGINAL,CANDY : BARS,66,1.18,2.29,151.14,48.35,73.08
1328,CEDAR   LLC,FANTA STRAWBERRY 20 OZ,BEVERAGE : STANDARD,66,1.28,2.99,197.34,57.15,112.78
1329,CEDAR   LLC,MONSTER PIPELINE PUNCH 16 OZ,BEVERAGE : STANDARD,66,1.74,3.59,236.94,51.53,122.1
1330,CEDAR   LLC,MONSTER MANGO LOCO 19.2 OZ,BEVERAGE : STANDARD,66,2.16,3.99,257.64,45.86,120.78
1331,CEDAR   LLC,GOLD PEAK GREEN TEA 18.5 OZ,BEVERAGE : STANDARD,66,1.54,2.89,190.74,46.77,89.21
1332,CEDAR   LLC,RED BULL YELLOW 12 OZ,BEVERAGE : STANDARD,66,2.19,3.99,263.34,45.23,119.1
1333,HAWK   LLC,MARLBORO MENTHOL BOX,CIGARETTES,66,10.22,12.02,785.62,15.01,119.06
1334,HAWK   LLC,DR CRA,FRITO LAYS,66,1.61,2.69,177.54,40.15,71.28
1335,HAWK   LLC,GATORADE LIME CUCUMBER 28 OZ,BEVERAGE : STANDARD,66,1.99,3.49,230.3,42.98,99.0
1336,HAWK   LLC,MONSTER ULTRA FANTASY RUBY RED 16 OZ,BEVERAGE : STANDARD,66,1.74,3.69,243.54,52.85,128.7
1337,HAWK   LLC,BLACK RIFLE ESPRESSO MOCHA 11 OZ,BEVERAGE : STANDARD,66,2.17,4.49,296.34,51.74,153.34
1338,HAWK   LLC,BUCKED UP  ENERGY ROCKET POP 16 OZ,BEVERAGE : STANDARD,66,1.88,3.89,256.74,51.8,132.99
1339,CHEYENNE   LLC,PEPSI WILD CHERRY 16 OZ,BEVERAGE : STANDARD,66,1.29,2.39,156.04,45.96,72.49
1340,CHEYENNE   LLC,PEPSI ZERO SGR WCHE 20 OZ,BEVERAGE : STANDARD,66,1.58,2.99,197.34,47.05,92.84
1341,CHEYENNE   LLC,NEON LIGHTER,SMOKE SHOP,66,0.8,1.25,82.5,36.0,29.7
1342,COLFAX   LLC,4K FOIL 4F BLUEBERRY PINEAPPLE,CIGAR & PAPER,66,0.93,1.39,91.74,32.9,30.19
1343,LITTLETON   LLC,AMERICAN SPIRIT 85 BOX BL,CIGARETTES,66,10.85,12.61,826.38,13.96,116.16
1344,LITTLETON   LLC,RED BULL SUMMER EDITION ENERGY DRINK - 12 OZ,BEVERAGE : STANDARD,66,2.07,3.99,263.34,48.1,126.67
1345,Zuni   LLC,DR CRA,FRITO LAYS,66,1.61,2.69,177.54,40.15,71.28
1346,Zuni   LLC,REESES FAST BREAK KING,CANDY : BARS,66,1.75,3.29,217.14,46.83,101.68
1347,Zuni   LLC,FANTA STRAWBERRY 20 OZ,BEVERAGE : STANDARD,66,1.28,2.99,197.34,57.15,112.78
1348,Zuni   LLC,GATORADE WATERMELON GATORLYTE 20 OZ,BEVERAGE : STANDARD,66,1.92,3.79,250.14,49.32,123.37
1349,Zuni   LLC,ARIZONA SWEET TEA 22OZ,BEVERAGE : STANDARD,66,0.87,1.99,131.34,56.32,73.98
1350,BOULDER   LLC,PALLSAV RED KS BOX,CIGARETTES,66,9.65,10.33,677.58,6.56,44.75
1351,BOULDER   LLC,MONSTER ENERGY ULTRA SUNRISE ZERO 16 OZ,BEVERAGE : STANDARD,66,1.74,3.59,236.94,51.53,122.1
1352,BOULDER   LLC,ZYN COFFEE 3MG,POUCH,66,6.65,8.99,593.34,26.03,154.44
1353,Golden LLC,STRBK NTRO VANNILA 9.6 OZ,BEVERAGE : STANDARD,66,2.9,4.39,289.74,33.94,98.34
1354,Golden LLC,GATORADE COOL BLUE 20 OZ,BEVERAGE : STANDARD,66,1.46,2.99,197.34,51.09,100.82
1355,Golden LLC,RED BULL AMBER EDITION STRAWBERRY APRICOT 12 OZ,BEVERAGE : STANDARD,66,2.05,3.99,271.32,48.62,128.04
1356,Golden LLC,ON NICOTINE POUCHES 8MG W,POUCH,66,5.3,6.79,439.64,21.97,98.47
1357,CEDAR   LLC,DR PEPPER CRM 20 OZ,BEVERAGE : STANDARD,65,1.61,2.99,194.35,46.14,89.67
1358,WHEAT   LLC,GATORADE THIRST LEMON LIME 28 OZ,BEVERAGE : STANDARD,65,1.99,3.39,222.55,41.3,91.0
1359,HAWK   LLC,CAMEL 99 BOX,CIGARETTES,65,10.27,10.41,672.99,1.34,9.03
1360,HAWK   LLC,MARLBORO SPEC SELECT GOLD,CIGARETTES,65,9.92,11.29,730.01,12.17,89.31
1361,HAWK   LLC,PARLIAMENT WHITE PACK BOX,CIGARETTES,65,11.36,13.09,850.85,13.19,112.26
1362,HAWK   LLC,LA BURRITOS GRUNA BEEF 6 OZ,FROZEN,65,2.18,3.99,259.35,45.36,117.65
1363,CHEYENNE   LLC,DASANI WATER ZERO 1 LTR,BEVERAGE : STANDARD,65,1.21,2.99,194.35,59.53,115.7
1364,CHEYENNE   LLC,GATORADE THIRST GLACIER FREEZE 28 OZ,BEVERAGE : STANDARD,65,1.89,3.39,222.95,44.15,97.29
1365,COLFAX   LLC,LUCKY STRIKE RED KING FIL,CIGARETTES,65,8.3,7.79,503.58,-6.53,-33.09
1366,COLFAX   LLC,MONSTER ENERGY DRINK 16 OZ,BEVERAGE : STANDARD,65,1.74,3.59,233.35,51.53,120.25
1367,COLFAX   LLC,WILD CHERRY CROSSWORD,LOTTERY,65,10.0,10.0,650.0,0.0,0.0
1368,LITTLETON   LLC,DUTCH MASTER  GREEN ENVY CIGARILLOS  2CT,CIGAR & PAPER,65,1.43,1.99,129.35,27.99,36.21
1369,Zuni   LLC,EAGLE 20S BX MTHL GOLD 10,CIGARETTES,65,7.9,9.39,592.65,15.83,96.59
1370,Zuni   LLC,MDEW DIET 20 OZ,BEVERAGE : STANDARD,65,1.61,2.99,194.35,46.14,89.67
1371,Zuni   LLC,CAMEL CLASSIC TURKISH ROY,CIGARETTES,65,11.27,12.99,844.35,13.21,111.54
1372,Zuni   LLC,MARLBORO SOUTHERN CUT BOX,CIGARETTES,65,9.92,11.39,737.46,12.94,95.81
1373,Zuni   LLC,COKE CLASSIC 1 LTR,BEVERAGE : STANDARD,65,1.97,3.59,233.35,45.19,105.46
1374,Zuni   LLC,GATORADE ZERO CL BLU 28 OZ,BEVERAGE : STANDARD,65,1.99,3.39,231.15,41.3,91.0
1375,Zuni   LLC,"$10 monopoly $250,000!",LOTTERY,65,10.0,10.0,650.0,0.0,0.0
1376,Zuni   LLC,VITAMIN ENERGY TROPICAL GLACEAU 20 OZ,BEVERAGE : STANDARD,65,1.45,2.79,181.35,47.91,86.89
1377,BOULDER   LLC,SUGAR BEVERAGE FEE 15.2 OZ,SUGAR FEE  (OPERATIONAL ONLY),65,0.3,0.3,19.5,-1.11,-0.21
1378,BOULDER   LLC,RED BULL YELLOW 12 OZ,BEVERAGE : STANDARD,65,2.05,3.99,259.35,48.62,126.1
1379,BOULDER   LLC,GUAYAKI ORANGE 15.5 OZ,BEVERAGE : SPECIALITY,65,1.92,4.39,285.35,56.34,160.77
1380,BOULDER   LLC,$ 5 decade,LOTTERY,65,0.08,5.0,325.0,98.33,319.59
1381,Golden LLC,CRACKER BARREL STICKS EXS,REFRIGERATED,65,0.53,0.99,64.35,46.1,29.67
1382,Golden LLC,DS067 COORS LIGHT 24 OZ,BEER,65,2.23,3.69,239.85,39.48,94.69
1383,Golden LLC,ON NICOTINE POUCHES 4MG O,POUCH,65,5.3,6.79,439.35,21.97,96.98
1384,CEDAR   LLC,STRBK FRAPPUCCINO CARAMEL 13.7 OZ,BEVERAGE : STANDARD,64,2.83,4.39,283.96,35.46,99.63
1385,CEDAR   LLC,HERSHEY COOKIES N CREME K,CANDY : BARS,64,1.75,3.29,210.56,46.83,98.6
1386,CEDAR   LLC,PIZZA PEPPERONI 12IN TOMB,FROZEN,64,5.59,10.59,667.56,47.21,320.0
1387,CEDAR   LLC,COPENHAGEN POUCHES MINT,CHEW,64,7.72,8.89,568.96,13.18,75.01
1388,WHEAT   LLC,CAMEL CRUSH REG 85 BX MEN,CIGARETTES,64,10.27,10.81,686.82,4.99,34.5
1389,WHEAT   LLC,GATORADE THIRST FRUIT PUNCH 28 OZ,BEVERAGE : STANDARD,64,1.99,3.39,219.56,41.3,89.6
1390,WHEAT   LLC,ZYN PEPPERMINT 3MG,POUCH,64,6.65,8.99,575.36,26.03,149.76
1391,HAWK   LLC,YACHAK ORGANIC YERBA 16 OZ,BEVERAGE : STANDARD,64,2.0,3.99,255.36,49.87,127.36
1392,HAWK   LLC,GRIZZLY LONGCUT WINTERGRE,CHEW,64,7.65,8.64,544.8,11.46,63.36
1393,HAWK   LLC,GATORADE THIRST FROST GLACIER 28 OZ,BEVERAGE : STANDARD,64,1.99,3.49,222.06,42.98,96.0
1394,HAWK   LLC,"$2 monopoly $20,000!",LOTTERY,64,2.0,2.0,128.0,0.0,0.0
1395,CHEYENNE   LLC,DIET MDEW 1 LTR,BEVERAGE : STANDARD,64,1.96,3.59,226.4,45.45,104.43
1396,CHEYENNE   LLC,MDEW VOLTAGE 20 OZ,BEVERAGE : STANDARD,64,1.58,2.99,191.36,47.05,90.03
1397,CHEYENNE   LLC,MINUTE MAID 100% ORANGE JUICE 12 OZ BOTTLE,BEVERAGE : STANDARD,64,1.5,2.99,191.36,49.83,95.36
1398,CHEYENNE   LLC,GATORADE COOL BLUE 24 OZ,BEVERAGE : STANDARD,64,1.71,3.39,216.96,49.61,107.63
1399,CHEYENNE   LLC,TWIN BING KING,CANDY : BARS,64,1.55,3.29,210.56,52.91,111.42
1400,CHEYENNE   LLC,ZYN CITRUS 3MG,POUCH,64,4.26,5.99,383.36,28.81,110.46
1401,Zuni   LLC,DR CLM,FRITO LAYS,64,1.61,2.69,172.16,40.15,69.12
1402,Zuni   LLC,GATORADE ZERO GLACIER CHERRY 28 OZ,BEVERAGE : STANDARD,64,1.99,3.39,228.16,41.3,89.6
1403,Zuni   LLC,"$3 monopoly $30,000!",LOTTERY,64,3.0,3.0,192.0,0.0,0.0
1404,Zuni   LLC,RHINO 69 TWIN PACK MALE SEXUAL ENHANCEMENT,HBC,64,3.0,11.99,769.36,74.98,575.39
1405,Zuni   LLC,GRABBA LEAF WHOLE,CIGAR & PAPER,64,2.7,4.99,319.36,45.91,146.62
1406,BOULDER   LLC,LUCKY STRIKE RED 100 FILT,CIGARETTES,64,8.3,7.79,496.03,-6.53,-32.58
1407,BOULDER   LLC,ZYN CINNAMON 6MG,POUCH,64,6.65,8.99,575.36,26.03,149.76
1408,BOULDER   LLC,50 X $5,LOTTERY,64,4.65,5.0,320.0,7.0,22.4
1409,Golden LLC,PARLIAMENT WHITE PACK BOX,CIGARETTES,64,11.36,13.09,837.76,13.19,110.53
1410,Golden LLC,BON APPETIT BLUEBERRY CR,BAKERY & PASTRY,64,1.87,3.19,204.16,41.42,84.56
1411,Golden LLC,CHERRY COKE 20 OZ,BEVERAGE : STANDARD,64,1.58,2.99,191.36,47.05,90.03
1412,Golden LLC,ARIZONA SWEET TEA 22OZ,BEVERAGE : STANDARD,64,0.87,1.99,127.36,56.32,71.74
1413,Golden LLC,WHITE CLAW BLACK CHERRY 19.2 OZ,BEER,64,2.65,4.59,293.76,42.18,123.9
1414,CEDAR   LLC,GATORADE LEMON LIME 28 OZ,BEVERAGE : STANDARD,63,1.99,3.39,216.37,41.3,88.2
1415,CEDAR   LLC,MONSTER ENGRY JUICE MANGO LOCO 16 OZ,BEVERAGE : STANDARD,63,1.74,3.59,226.17,51.53,116.55
1416,CEDAR   LLC,JAVA MONSTER ENERGY DRINK LOCA MOCA 15 OZ,BEVERAGE : STANDARD,63,2.19,3.89,246.57,43.7,107.1
1417,CEDAR   LLC,ALKALINE ANTIOXIDANT SMARTWATER 700 ML,BEVERAGE : STANDARD,63,1.45,2.99,188.37,51.55,97.1
1418,CEDAR   LLC,GOOD 2 GROW FRUIT PUNCH J 6 OZ,BEVERAGE : STANDARD,63,2.42,3.99,251.37,39.35,98.91
1419,WHEAT   LLC,DR PEPPER 16 OZ,BEVERAGE : STANDARD,63,1.38,2.39,148.67,42.29,63.69
1420,HAWK   LLC,KBLR CLUB & CHEDDAR SNDWC,SALTY SNACKS,63,0.6,1.39,87.57,57.13,50.03
1421,HAWK   LLC,NOS ENERGY DRINK 24 OZ,BEVERAGE : STANDARD,63,2.66,4.59,290.47,42.1,121.75
1422,HAWK   LLC,HOSTESS HAMBURGER BUNS 8C,GROCERY,63,2.73,4.79,301.77,43.06,129.94
1423,CHEYENNE   LLC,MARLBORO SPEC SELECT RED,CIGARETTES,63,8.33,9.23,577.01,9.74,56.64
1424,CHEYENNE   LLC,CLASSIC CAN 16 OZ,BEVERAGE : STANDARD,63,1.15,2.39,150.57,51.88,78.12
1425,CHEYENNE   LLC,ZYN CINNAMON 6MG,POUCH,63,4.26,5.99,377.37,28.81,108.74
1426,CHEYENNE   LLC,RED BULL SEA BLE S/FREE 12 OZ,BEVERAGE : STANDARD,63,2.0,3.99,251.37,49.93,125.5
1427,CHEYENNE   LLC,ROGUE POUCH WINTERGREEN 6,POUCH,63,4.12,5.29,333.27,22.19,73.96
1428,COLFAX   LLC,BIC LARGE TRAY 50 CT,COUNTER DISPLAY,63,2.59,2.59,163.17,0.0,0.0
1429,Zuni   LLC,MDEW PURPLE THUNDER 20 OZ,BEVERAGE : STANDARD,63,1.61,2.99,188.37,46.14,86.91
1430,Zuni   LLC,CAMEL SNUS FROST LARGE,CHEW,63,8.64,10.31,644.85,16.16,104.96
1431,Zuni   LLC,RED BULL GRPFRUIT BLOSSOM 12 OZ,BEVERAGE : STANDARD,63,2.06,3.99,251.37,48.36,121.56
1432,Zuni   LLC,VITAMIN WATER ESSENTIALS ORANGE 20 OZ,BEVERAGE : STANDARD,63,1.45,2.79,175.77,47.91,84.21
1433,Zuni   LLC,MUSCLE MILK PRO SERIES KNOCKOUT CHOCOLATE 14 OZ,BEVERAGE : STANDARD,63,2.94,5.29,333.27,44.47,148.21
1434,Zuni   LLC,CELSIUS LIVE FIT SPARKLING GREEN APPLE CHERRY 12 OZ,BEVERAGE : STANDARD,63,1.52,2.99,187.65,49.14,92.56
1435,BOULDER   LLC,MARLBORO GOLD PACK 100 BO,CIGARETTES,63,9.92,11.39,714.17,12.94,92.86
1436,BOULDER   LLC,WHITE CLAW BLACK CHERRY 19.2 OZ,BEER,63,2.65,4.59,289.17,42.18,121.96
1437,BOULDER   LLC,30 X $3,LOTTERY,63,2.79,3.0,189.0,7.0,13.23
1438,BOULDER   LLC,ELECTROLIT BLUE RASPBERRY 21 OZ,BEVERAGE : STANDARD,63,1.92,3.99,251.37,51.96,130.62
1439,Golden LLC,PEPSI 1 LTR,BEVERAGE : STANDARD,63,2.02,3.59,226.17,43.73,98.91
1440,Golden LLC,FRUIT BY THE FOOT BERRY T,CANDY : BOX & PEG,63,1.89,4.29,270.27,55.89,151.04
1441,Golden LLC,HT  CT JUM,FRITO LAYS,63,1.88,2.69,169.47,30.11,51.03
1442,Golden LLC,BON APPETIT CHEESE CROISS,BAKERY & PASTRY,63,1.87,3.19,200.97,41.42,83.24
1443,Golden LLC,DIET COKE CAN ZERO 16 OZ,BEVERAGE : STANDARD,63,1.19,2.39,150.57,50.26,75.68
1444,Golden LLC,CELSIUS ESSENTIALS BLUE CRUSH 16 OZ,BEVERAGE : STANDARD,63,1.75,3.19,200.97,45.14,90.72
1445,CEDAR   LLC,STRBK DOUBLESHOT VANILLA 15 OZ,BEVERAGE : STANDARD,62,2.83,4.49,278.38,36.9,102.72
1446,CEDAR   LLC,MT FY HOT,FRITO LAYS,62,3.83,5.19,332.16,26.2,84.32
1447,CEDAR   LLC,DR PEPPER BLACKBERRY 20 OZ,BEVERAGE : STANDARD,62,1.61,2.99,185.38,46.14,85.54
1448,HAWK   LLC,PYRAMID BX RED KS,CIGARETTES,62,8.74,10.29,622.68,15.04,95.98
1449,HAWK   LLC,PURE LEAF RASPBERRY TEA 18.5  OZ,BEVERAGE : STANDARD,62,1.6,2.99,185.38,46.49,86.18
1450,HAWK   LLC,MT DR NAC,FRITO LAYS,62,4.63,6.29,389.98,26.39,102.92
1451,HAWK   LLC,REESES STICKS KING,CANDY : BARS,62,1.75,3.39,210.18,48.35,101.63
1452,HAWK   LLC,REESES BIG CUP KING,CANDY : BARS,62,1.75,3.39,210.18,55.73,101.64
1453,HAWK   LLC,COCA COLA CHERRY ZERO 20 OZ,BEVERAGE : STANDARD,62,1.58,3.09,191.58,48.76,93.42
1454,HAWK   LLC,MAXICAN SPRITE 12 OZ,BEVERAGE : STANDARD,62,1.69,3.49,206.78,51.47,111.37
1455,HAWK   LLC,DIET COKE CAN ZERO 16 OZ,BEVERAGE : STANDARD,62,1.19,2.49,152.48,52.26,80.68
1456,HAWK   LLC,DUNKIN DONUT FRENCH VANILA 13.7 OZ,BEVERAGE : STANDARD,62,2.27,3.79,234.98,40.15,94.35
1457,CHEYENNE   LLC,MT CT JUM,FRITO LAYS,62,1.88,2.69,166.78,30.11,50.22
1458,CHEYENNE   LLC,REESES KING,CANDY : BARS,62,1.71,3.29,203.98,48.04,97.99
1459,CHEYENNE   LLC,RED BULL GRPFRUIT 8.4 OZ,BEVERAGE : STANDARD,62,1.37,3.29,203.98,58.4,119.12
1460,COLFAX   LLC,MONTEGO MENTHOL GOLD 100,CIGARETTES,62,6.21,7.59,470.58,18.21,85.68
1461,COLFAX   LLC,MARLBORO MENTHOL 100 BOX,CIGARETTES,62,10.02,12.02,740.34,16.61,123.81
1462,COLFAX   LLC,SPRITE LEMON LIME SODA 20 OZ,BEVERAGE : STANDARD,62,1.58,2.99,185.38,47.05,87.22
1463,LITTLETON   LLC,MARLBORO SPEC SELECT RED,CIGARETTES,62,9.92,11.29,692.0,12.17,85.19
1464,LITTLETON   LLC,MARLBORO NXT BOX,CIGARETTES,62,9.46,10.8,665.42,12.38,82.89
1465,Zuni   LLC,DS079 NATURAL ICE  25 OZ,BEER,62,1.54,2.19,135.78,29.53,40.1
1466,Zuni   LLC,MODELO CHELADA LIMON Y SAL 24 OZ,BEER,62,2.65,3.99,247.38,33.48,82.83
1467,Zuni   LLC,GRIZZLY WINTERGREEN POUCH,CHEW,62,7.65,8.64,526.56,11.46,61.38
1468,BOULDER   LLC,RED BULL SEA BLUE JUNEBERRY EDITION 12 OZ,BEVERAGE : STANDARD,62,2.05,3.99,247.38,48.62,120.28
1469,Golden LLC,BON APPETIT BEAR CLAW 5OZ,BAKERY & PASTRY,62,1.87,3.19,197.78,41.42,81.92
1470,Golden LLC,GATORADE ZERO GLACIER FREEZE 28 OZ,BEVERAGE : STANDARD,62,1.99,3.39,212.98,41.3,86.8
1471,Golden LLC,MONSTER REHAB WILD BERRY TEA 16 OZ,BEVERAGE : STANDARD,62,1.74,3.59,222.58,51.53,114.7
1472,Golden LLC,DS068 COORS BANQUET 24 OZ,BEER,62,2.23,3.69,228.78,39.48,90.32
1473,Golden LLC,DR PEPPER 1 LTR,BEVERAGE : STANDARD,62,2.02,3.59,222.58,43.73,97.34
1474,CEDAR   LLC,MTN DEW CABO CITRUS BAJA BLAST 20 OZ,BEVERAGE : STANDARD,61,1.61,2.99,182.39,46.14,84.16
1475,CEDAR   LLC,MARLBORO SPEC SELECT GOLD,CIGARETTES,61,9.92,11.29,682.82,12.17,83.81
1476,CEDAR   LLC,MILKY WAY KING,CANDY : BARS,61,1.92,3.29,200.69,41.57,83.42
1477,CEDAR   LLC,100 X $10,LOTTERY,61,9.3,10.0,610.0,7.0,42.7
1478,HAWK   LLC,MARLBORO SPEC SELECT RED,CIGARETTES,61,9.92,11.29,683.23,12.17,83.81
1479,HAWK   LLC,SWEETARTS ROPES TANGY STR,CANDY : BOX & PEG,61,2.16,5.09,310.49,57.58,178.78
1480,HAWK   LLC,ZYN SPEARMINT 6MG,POUCH,61,6.65,8.99,548.39,26.03,142.74
1481,HAWK   LLC,ARIZONA MUCHO MANGO 22OZ,BEVERAGE : STANDARD,61,0.87,2.09,127.49,58.41,74.47
1482,HAWK   LLC,ON NICOTINE POUCHES 4MG C,POUCH,61,5.3,6.79,412.59,21.97,91.01
1483,HAWK   LLC,HOSTESS HOT DOG BUNS 8CT,GROCERY,61,2.73,4.79,292.19,43.06,125.81
1484,CHEYENNE   LLC,LIGHTER BIC MINI LCJ 50 CT,COUNTER DISPLAY,61,1.08,2.19,133.59,50.7,67.73
1485,COLFAX   LLC,DUTCH MASTER  GREEN ENVY JAVA FUSION CIGARILLOS  SO2 30PK/2CT,CIGAR & PAPER,61,1.43,1.99,121.39,27.99,33.98
1486,COLFAX   LLC,ZYN COFFEE 6MG,POUCH,61,6.65,8.99,548.39,26.03,142.74
1487,COLFAX   LLC,ZIG ZAG MANGO A GO GO WRAP 25/2 CT,CIGAR & PAPER,61,0.96,1.59,96.99,39.65,38.45
1488,LITTLETON   LLC,BUZZBALLZ LIME RITA 187 ML UIC 24,LIQUOR,61,2.41,4.99,304.39,51.7,157.38
1489,Zuni   LLC,PYRAMID BX RED KS,CIGARETTES,61,8.52,10.29,629.97,17.17,107.79
1490,Zuni   LLC,PEPSI WILD CHERRY 16 OZ,BEVERAGE : STANDARD,61,1.38,2.39,143.29,42.29,61.66
1491,Zuni   LLC,MTN DEW CABO CITRUS BAJA BLAST 20 OZ,BEVERAGE : STANDARD,61,1.61,2.99,182.39,46.14,84.16
1492,Zuni   LLC,RF QUE,FRITO LAYS,61,1.88,2.69,164.09,30.11,49.41
1493,Zuni   LLC,POWERADE FRUIT PUNCH 28 OZ,BEVERAGE : STANDARD,61,1.41,2.89,164.29,51.19,90.24
1494,Zuni   LLC,XXX MON NRG ULTRA SGR 19.2 OZ,BEVERAGE : STANDARD,61,2.16,3.99,236.49,45.86,111.63
1495,Zuni   LLC,$100 FRENZY,LOTTERY,61,0.0,2.0,122.0,100.0,122.0
1496,Zuni   LLC,ON NICOTINE POUCHES 4MG W,POUCH,61,5.3,6.79,411.39,21.97,91.01
